t,s,w
t1363,0,0.02
t1364,0,0.027
t1365,0,0.037
t1366,0,0.041
t1367,0,0.029
t1368,0.004,0.009
t1369,0.093,0.003
t1370,0.268,0.008
t1371,0.424,0.014
t1372,0.515,0.012
t1373,0.564,0.006
t1374,0.513,0.008
t1375,0.525,0.014
t1376,0.404,0.022
t1377,0.254,0.029
t1378,0.098,0.035
t1379,0.007,0.036
t1380,0,0.015
t1381,0,0.008
t1382,0,0.004
t1383,0,0.001
t1384,0,0
t1385,0,0.001
t1386,0,0.002
t1387,0,0.002
t1388,0,0
t1389,0,0
t1390,0,0
t1391,0,0.001
t1392,0.003,0.001
t1393,0.072,0
t1394,0.219,0.002
t1395,0.382,0.004
t1396,0.427,0.002
t1397,0.483,0
t1398,0.517,0
t1399,0.515,0.002
t1400,0.415,0.013
t1401,0.251,0.027
t1402,0.076,0.032
