t,s,w
t780,0,0.644
t781,0,0.636
t782,0,0.574
t783,0,0.57
t784,0,0.586
t785,0,0.61
t786,0,0.619
t787,0,0.62
t788,0,0.629
t789,0,0.614
t790,0,0.535
t791,0,0.51
t792,0.002,0.494
t793,0.117,0.488
t794,0.458,0.649
t795,0.704,0.72
t796,0.82,0.802
t797,0.858,0.901
t798,0.828,0.938
t799,0.72,0.944
t800,0.557,0.935
t801,0.312,0.896
t802,0.044,0.744
t803,0,0.501
t804,0,0.308
t805,0,0.152
t806,0,0.046
t807,0,0.008
t808,0,0.012
t809,0,0.053
t810,0,0.144
t811,0,0.212
t812,0,0.211
t813,0,0.18
t814,0,0.134
t815,0,0.104
t816,0.018,0.101
t817,0.303,0.141
t818,0.525,0.117
t819,0.694,0.328
t820,0.798,0.56
t821,0.828,0.742
t822,0.794,0.788
t823,0.697,0.754
t824,0.506,0.687
t825,0.269,0.532
t826,0.038,0.523
t827,0,0.476
t828,0,0.39
t829,0,0.358
t830,0,0.292
t831,0,0.184
t832,0,0.112
t833,0,0.06
t834,0,0.044
t835,0,0.047
t836,0,0.05
t837,0,0.045
t838,0,0.037
t839,0,0.022
t840,0.001,0.012
t841,0.038,0.01
t842,0.076,0.023
t843,0.107,0.077
t844,0.15,0.13
t845,0.227,0.133
t846,0.372,0.135
t847,0.506,0.175
t848,0.469,0.179
t849,0.264,0.158
t850,0.035,0.146
t851,0,0.112
t852,0,0.082
t853,0,0.077
t854,0,0.089
t855,0,0.08
t856,0,0.066
t857,0,0.07
t858,0,0.061
t859,0,0.063
t860,0,0.078
t861,0,0.069
t862,0,0.048
t863,0,0.036
t864,0.011,0.029
t865,0.253,0.027
t866,0.489,0.019
t867,0.591,0.093
t868,0.647,0.302
t869,0.666,0.419
t870,0.683,0.491
t871,0.577,0.56
t872,0.423,0.618
t873,0.234,0.538
t874,0.035,0.413
t875,0,0.535
t876,0,0.736
t877,0,0.849
t878,0,0.833
t879,0,0.777
t880,0,0.755
t881,0,0.666
t882,0,0.543
t883,0,0.419
t884,0,0.27
t885,0,0.154
t886,0,0.095
t887,0,0.073
t888,0.016,0.045
t889,0.133,0.035
t890,0.289,0.031
t891,0.415,0.024
t892,0.582,0.039
t893,0.647,0.045
t894,0.576,0.023
t895,0.464,0.049
t896,0.304,0.105
t897,0.118,0.079
t898,0.007,0.038
t899,0,0.019
t900,0,0.009
t901,0,0.017
t902,0,0.042
t903,0,0.097
t904,0,0.144
t905,0,0.159
t906,0,0.136
t907,0,0.157
t908,0,0.17
t909,0,0.121
t910,0,0.086
t911,0,0.059
t912,0.004,0.034
t913,0.087,0.043
t914,0.195,0.042
t915,0.373,0.054
t916,0.543,0.107
t917,0.604,0.234
t918,0.521,0.442
t919,0.441,0.627
t920,0.346,0.726
t921,0.156,0.739
t922,0.014,0.657
t923,0,0.546
t924,0,0.539
t925,0,0.514
t926,0,0.478
t927,0,0.42
t928,0,0.355
t929,0,0.297
t930,0,0.233
t931,0,0.179
t932,0,0.134
t933,0,0.067
t934,0,0.013
t935,0,0.001
t936,0.002,0.006
t937,0.137,0.007
t938,0.328,0.001
t939,0.507,0
t940,0.617,0
t941,0.545,0.009
t942,0.484,0.024
t943,0.427,0.025
t944,0.275,0.038
t945,0.128,0.061
t946,0.017,0.105
t947,0,0.16
t948,0,0.191
t949,0,0.179
t950,0,0.119
t951,0,0.069
t952,0,0.019
t953,0,0.01
t954,0,0.013
t955,0,0.017
t956,0,0.021
t957,0,0.042
t958,0,0.062
t959,0,0.062
t960,0.003,0.048
t961,0.071,0.041
t962,0.184,0.061
t963,0.285,0.093
t964,0.417,0.112
t965,0.607,0.122
t966,0.593,0.137
t967,0.563,0.159
t968,0.47,0.245
t969,0.223,0.27
t970,0.032,0.176
t971,0,0.101
t972,0,0.153
t973,0,0.249
t974,0,0.328
t975,0,0.395
t976,0,0.422
t977,0,0.428
t978,0,0.407
t979,0,0.359
t980,0,0.279
t981,0,0.179
t982,0,0.095
t983,0,0.046
t984,0.012,0.008
t985,0.202,0
t986,0.472,0
t987,0.595,0.001
t988,0.546,0.04
t989,0.492,0.094
t990,0.576,0.155
t991,0.571,0.22
t992,0.491,0.251
t993,0.286,0.223
t994,0.044,0.151
t995,0,0.09
t996,0,0.083
t997,0,0.135
t998,0,0.277
t999,0,0.413
t1000,0,0.468
t1001,0,0.374
t1002,0,0.286
t1003,0,0.245
t1004,0,0.192
t1005,0,0.167
t1006,0,0.13
t1007,0,0.083
t1008,0.012,0.03
t1009,0.17,0.002
t1010,0.478,0.002
t1011,0.676,0.015
t1012,0.785,0.046
t1013,0.82,0.113
t1014,0.795,0.211
t1015,0.706,0.301
t1016,0.55,0.327
t1017,0.32,0.282
t1018,0.059,0.213
t1019,0,0.149
t1020,0,0.079
t1021,0,0.026
t1022,0,0.003
t1023,0,0
t1024,0,0.003
t1025,0,0.025
t1026,0,0.082
t1027,0,0.146
t1028,0,0.177
t1029,0,0.117
t1030,0,0.094
t1031,0,0.16
t1032,0.002,0.208
t1033,0.027,0.21
t1034,0.067,0.236
t1035,0.105,0.294
t1036,0.132,0.346
t1037,0.145,0.379
t1038,0.132,0.402
t1039,0.11,0.454
t1040,0.085,0.543
t1041,0.056,0.602
t1042,0.012,0.556
t1043,0,0.493
t1044,0,0.526
t1045,0,0.556
t1046,0,0.548
t1047,0,0.519
t1048,0,0.479
t1049,0,0.391
t1050,0,0.32
t1051,0,0.291
t1052,0,0.334
t1053,0,0.444
t1054,0,0.435
t1055,0,0.464
t1056,0.002,0.567
t1057,0.047,0.707
t1058,0.11,0.8
t1059,0.175,0.774
t1060,0.267,0.727
t1061,0.402,0.682
t1062,0.592,0.729
t1063,0.674,0.813
t1064,0.54,0.865
t1065,0.314,0.869
t1066,0.056,0.74
t1067,0,0.593
t1068,0,0.532
t1069,0,0.498
t1070,0,0.454
t1071,0,0.41
t1072,0,0.399
t1073,0,0.405
t1074,0,0.403
t1075,0,0.409
t1076,0,0.39
t1077,0,0.362
t1078,0,0.347
t1079,0,0.346
t1080,0.048,0.328
t1081,0.386,0.296
t1082,0.634,0.513
t1083,0.802,0.58
t1084,0.897,0.62
t1085,0.9,0.652
t1086,0.899,0.674
t1087,0.804,0.676
t1088,0.628,0.651
t1089,0.398,0.606
t1090,0.101,0.484
t1091,0,0.374
t1092,0,0.334
t1093,0,0.299
t1094,0,0.262
t1095,0,0.224
t1096,0,0.206
t1097,0,0.204
t1098,0,0.201
t1099,0,0.206
t1100,0,0.207
t1101,0,0.207
t1102,0,0.181
t1103,0,0.137
t1104,0.073,0.096
t1105,0.384,0.027
t1106,0.58,0.002
t1107,0.7,0
t1108,0.808,0
t1109,0.841,0
t1110,0.795,0.001
t1111,0.669,0.004
t1112,0.462,0.003
t1113,0.2,0.001
t1114,0.025,0.02
t1115,0,0.06
t1116,0,0.071
t1117,0,0.063
t1118,0,0.04
t1119,0,0.036
t1120,0,0.074
t1121,0,0.119
t1122,0,0.137
t1123,0,0.155
t1124,0,0.157
t1125,0,0.139
t1126,0,0.122
t1127,0,0.123
t1128,0.026,0.104
t1129,0.2,0.041
t1130,0.416,0.003
t1131,0.525,0.001
t1132,0.711,0.003
t1133,0.777,0.006
t1134,0.735,0.011
t1135,0.611,0.014
t1136,0.388,0.011
t1137,0.123,0.006
t1138,0.015,0.015
t1139,0,0.026
t1140,0,0.025
t1141,0,0.015
t1142,0,0.006
t1143,0,0.002
t1144,0,0.004
t1145,0,0.004
t1146,0,0
t1147,0,0
t1148,0,0
t1149,0,0.002
t1150,0,0.003
t1151,0,0.003
t1152,0.007,0.004
t1153,0.062,0.001
t1154,0.099,0.008
t1155,0.109,0.036
t1156,0.149,0.067
t1157,0.164,0.083
t1158,0.167,0.093
t1159,0.159,0.076
t1160,0.125,0.047
t1161,0.085,0.04
t1162,0.022,0.034
t1163,0,0.041
t1164,0,0.057
t1165,0,0.07
t1166,0,0.088
t1167,0,0.113
t1168,0,0.134
t1169,0,0.203
t1170,0,0.267
t1171,0,0.272
t1172,0,0.246
t1173,0,0.265
t1174,0,0.201
t1175,0,0.113
t1176,0.018,0.046
t1177,0.171,0.031
t1178,0.543,0.086
t1179,0.761,0.155
t1180,0.868,0.178
t1181,0.898,0.157
t1182,0.869,0.132
t1183,0.779,0.113
t1184,0.624,0.098
t1185,0.396,0.082
t1186,0.11,0.074
t1187,0,0.063
t1188,0,0.039
t1189,0,0.019
t1190,0,0.007
t1191,0,0.002
t1192,0,0.002
t1193,0,0.008
t1194,0,0.019
t1195,0,0.044
t1196,0,0.081
t1197,0,0.115
t1198,0,0.121
t1199,0,0.097
t1200,0.034,0.084
t1201,0.11,0.063
t1202,0.201,0.014
t1203,0.304,0.003
t1204,0.429,0.005
t1205,0.487,0.012
t1206,0.481,0.02
t1207,0.442,0.024
t1208,0.358,0.024
t1209,0.224,0.021
t1210,0.067,0.019
t1211,0,0.008
t1212,0,0.002
t1213,0,0
t1214,0,0
t1215,0,0
t1216,0,0
t1217,0,0
t1218,0,0.001
t1219,0,0.002
t1220,0,0.001
t1221,0,0
t1222,0,0
t1223,0,0
t1224,0.04,0.003
t1225,0.263,0.008
t1226,0.393,0
t1227,0.364,0
t1228,0.451,0
t1229,0.659,0
t1230,0.653,0
t1231,0.445,0
t1232,0.256,0
t1233,0.107,0
t1234,0.019,0.003
t1235,0,0.009
t1236,0,0.009
t1237,0,0.008
t1238,0,0.005
t1239,0,0.002
t1240,0,0
t1241,0,0
t1242,0,0
t1243,0,0
t1244,0,0.001
t1245,0,0.006
t1246,0,0.013
t1247,0,0.018
t1248,0.016,0.02
t1249,0.163,0.011
t1250,0.43,0.022
t1251,0.62,0.025
t1252,0.755,0.014
t1253,0.817,0.005
t1254,0.785,0.002
t1255,0.695,0.001
t1256,0.536,0.001
t1257,0.302,0.001
t1258,0.07,0.001
t1259,0,0.003
t1260,0,0.008
t1261,0,0.022
t1262,0,0.045
t1263,0,0.073
t1264,0,0.103
t1265,0,0.133
t1266,0,0.155
t1267,0,0.153
t1268,0,0.128
t1269,0,0.103
t1270,0,0.085
t1271,0,0.061
t1272,0.055,0.032
t1273,0.301,0.006
t1274,0.528,0.01
t1275,0.683,0.028
t1276,0.774,0.03
t1277,0.803,0.03
t1278,0.773,0.028
t1279,0.681,0.022
t1280,0.528,0.02
t1281,0.31,0.035
t1282,0.071,0.066
t1283,0,0.062
t1284,0,0.058
t1285,0,0.077
t1286,0,0.126
t1287,0,0.133
t1288,0,0.073
t1289,0,0.035
t1290,0,0.031
t1291,0,0.046
t1292,0,0.051
t1293,0,0.041
t1294,0,0.019
t1295,0,0.004
t1296,0.02,0
t1297,0.059,0
t1298,0.121,0
t1299,0.188,0
t1300,0.253,0.003
t1301,0.304,0.012
t1302,0.309,0.025
t1303,0.282,0.018
t1304,0.275,0.007
t1305,0.194,0.007
t1306,0.045,0.008
t1307,0,0.005
t1308,0,0.003
t1309,0,0.003
t1310,0,0.002
t1311,0,0.001
t1312,0,0
t1313,0,0
t1314,0,0
t1315,0,0
t1316,0,0
t1317,0,0.001
t1318,0,0.002
t1319,0,0.002
t1320,0.036,0.002
t1321,0.196,0.003
t1322,0.305,0.011
t1323,0.387,0.051
t1324,0.41,0.112
t1325,0.423,0.144
t1326,0.339,0.152
t1327,0.334,0.131
t1328,0.241,0.102
t1329,0.124,0.058
t1330,0.033,0.021
t1331,0,0.014
t1332,0,0.013
t1333,0,0.009
t1334,0,0.003
t1335,0,0.003
t1336,0,0.025
t1337,0,0.07
t1338,0,0.109
t1339,0,0.109
t1340,0,0.097
t1341,0,0.072
t1342,0,0.05
t1343,0,0.027
t1344,0.009,0.023
t1345,0.069,0.017
t1346,0.152,0.014
t1347,0.235,0.011
t1348,0.294,0.015
t1349,0.282,0.021
t1350,0.231,0.028
t1351,0.179,0.03
t1352,0.124,0.026
t1353,0.065,0.024
t1354,0.013,0.034
t1355,0,0.05
t1356,0,0.057
t1357,0,0.066
t1358,0,0.069
t1359,0,0.068
t1360,0,0.089
t1361,0,0.093
t1362,0,0.055
t1363,0,0.022
t1364,0,0.007
t1365,0,0.002
t1366,0,0.001
t1367,0,0
t1368,0.022,0.001
t1369,0.186,0.001
t1370,0.441,0.001
t1371,0.618,0.001
t1372,0.666,0.002
t1373,0.709,0.003
t1374,0.699,0.005
t1375,0.621,0.009
t1376,0.482,0.018
t1377,0.277,0.029
t1378,0.048,0.059
t1379,0,0.077
