t,s,w
t1147,0,0.355
t1148,0,0.337
t1149,0,0.332
t1150,0,0.337
t1151,0,0.316
t1152,0.018,0.294
t1153,0.061,0.264
t1154,0.104,0.212
t1155,0.156,0.17
t1156,0.218,0.138
t1157,0.257,0.102
t1158,0.31,0.067
t1159,0.259,0.04
t1160,0.152,0.021
t1161,0.079,0.013
t1162,0.004,0.012
t1163,0,0.002
t1164,0,0
t1165,0,0
t1166,0,0.001
t1167,0,0.009
t1168,0,0.024
t1169,0,0.031
t1170,0,0.025
t1171,0,0.034
t1172,0,0.057
t1173,0,0.077
t1174,0,0.091
t1175,0.01,0.136
t1176,0.174,0.145
t1177,0.394,0.146
t1178,0.57,0.204
t1179,0.69,0.151
t1180,0.731,0.065
t1181,0.732,0.025
t1182,0.666,0.017
t1183,0.544,0.031
t1184,0.316,0.055
t1185,0.129,0.073
t1186,0.01,0.067
t1187,0,0.066
t1188,0,0.101
t1189,0,0.13
t1190,0,0.143
t1191,0,0.145
t1192,0,0.143
t1193,0,0.141
t1194,0,0.135
t1195,0,0.137
t1196,0,0.137
t1197,0,0.137
t1198,0,0.142
t1199,0.006,0.145
t1200,0.143,0.106
t1201,0.359,0.087
t1202,0.512,0.069
t1203,0.595,0.048
t1204,0.629,0.03
t1205,0.591,0.021
t1206,0.509,0.014
t1207,0.388,0.012
t1208,0.263,0.014
t1209,0.115,0.021
t1210,0.008,0.033
t1211,0,0.064
t1212,0,0.095
t1213,0,0.115
t1214,0,0.126
t1215,0,0.139
t1216,0,0.153
t1217,0,0.169
t1218,0,0.192
t1219,0,0.234
t1220,0,0.227
t1221,0,0.256
t1222,0,0.3
t1223,0.003,0.274
t1224,0.084,0.234
t1225,0.187,0.214
t1226,0.253,0.179
t1227,0.33,0.148
t1228,0.44,0.133
t1229,0.504,0.133
t1230,0.472,0.159
t1231,0.367,0.16
t1232,0.208,0.133
t1233,0.079,0.152
t1234,0.005,0.155
t1235,0,0.114
t1236,0,0.164
t1237,0,0.3
t1238,0,0.332
t1239,0,0.27
t1240,0,0.253
t1241,0,0.195
t1242,0,0.126
t1243,0,0.091
t1244,0,0.089
t1245,0,0.087
t1246,0,0.072
t1247,0.006,0.064
t1248,0.129,0.069
t1249,0.37,0.075
t1250,0.562,0.065
t1251,0.7,0.058
t1252,0.758,0.052
t1253,0.729,0.042
t1254,0.63,0.037
t1255,0.547,0.039
t1256,0.444,0.048
t1257,0.229,0.055
t1258,0.026,0.089
t1259,0,0.185
t1260,0,0.261
t1261,0,0.265
t1262,0,0.264
t1263,0,0.297
t1264,0,0.329
t1265,0,0.413
t1266,0,0.532
t1267,0,0.532
t1268,0,0.522
t1269,0,0.514
t1270,0,0.484
t1271,0.002,0.442
t1272,0.056,0.426
t1273,0.138,0.404
t1274,0.217,0.355
t1275,0.272,0.389
t1276,0.321,0.481
t1277,0.266,0.386
t1278,0.191,0.42
t1279,0.094,0.344
t1280,0.026,0.38
t1281,0.012,0.402
t1282,0,0.395
t1283,0,0.395
t1284,0,0.416
t1285,0,0.432
t1286,0,0.337
t1287,0,0.386
t1288,0,0.392
t1289,0,0.388
t1290,0,0.407
t1291,0,0.462
t1292,0,0.471
t1293,0,0.504
t1294,0,0.444
t1295,0.002,0.339
t1296,0.086,0.312
t1297,0.188,0.285
t1298,0.218,0.244
t1299,0.317,0.217
t1300,0.35,0.203
t1301,0.35,0.179
t1302,0.329,0.15
t1303,0.3,0.147
t1304,0.219,0.167
t1305,0.103,0.192
t1306,0.008,0.234
t1307,0,0.271
t1308,0,0.269
t1309,0,0.26
t1310,0,0.261
t1311,0,0.253
t1312,0,0.237
t1313,0,0.231
t1314,0,0.225
t1315,0,0.224
t1316,0,0.22
t1317,0,0.219
t1318,0,0.21
t1319,0.007,0.197
t1320,0.115,0.149
t1321,0.276,0.14
t1322,0.448,0.124
t1323,0.59,0.094
t1324,0.628,0.076
t1325,0.612,0.061
t1326,0.505,0.058
t1327,0.373,0.073
t1328,0.234,0.113
t1329,0.101,0.187
t1330,0.008,0.294
t1331,0,0.362
t1332,0,0.382
t1333,0,0.4
t1334,0,0.407
t1335,0,0.407
t1336,0,0.398
t1337,0,0.379
t1338,0,0.347
t1339,0,0.334
t1340,0,0.325
t1341,0,0.308
t1342,0,0.289
t1343,0.008,0.278
t1344,0.119,0.305
t1345,0.256,0.332
t1346,0.328,0.294
t1347,0.41,0.239
t1348,0.479,0.192
t1349,0.519,0.149
t1350,0.503,0.114
t1351,0.376,0.099
t1352,0.239,0.089
t1353,0.104,0.087
t1354,0.01,0.107
t1355,0,0.129
t1356,0,0.118
t1357,0,0.096
t1358,0,0.072
t1359,0,0.053
t1360,0,0.032
t1361,0,0.03
t1362,0,0.04
t1363,0,0.047
t1364,0,0.047
t1365,0,0.049
t1366,0,0.046
t1367,0.008,0.036
t1368,0.138,0.011
t1369,0.292,0.002
t1370,0.408,0
t1371,0.511,0
t1372,0.578,0.001
t1373,0.603,0.004
t1374,0.549,0.011
t1375,0.478,0.023
