t,s,w
t1103,0,0.105
t1104,0.037,0.107
t1105,0.141,0.101
t1106,0.276,0.112
t1107,0.376,0.124
t1108,0.409,0.127
t1109,0.414,0.124
t1110,0.405,0.127
t1111,0.407,0.134
t1112,0.332,0.144
t1113,0.212,0.156
t1114,0.074,0.186
t1115,0,0.259
t1116,0,0.278
t1117,0,0.253
t1118,0,0.22
t1119,0,0.179
t1120,0,0.158
t1121,0,0.157
t1122,0,0.169
t1123,0,0.192
t1124,0,0.204
t1125,0,0.226
t1126,0,0.25
t1127,0,0.271
t1128,0.018,0.285
t1129,0.085,0.313
t1130,0.168,0.407
t1131,0.26,0.43
t1132,0.315,0.383
t1133,0.309,0.334
t1134,0.269,0.32
t1135,0.229,0.355
t1136,0.179,0.449
t1137,0.109,0.555
t1138,0.036,0.534
t1139,0,0.503
t1140,0,0.588
t1141,0,0.62
t1142,0,0.606
t1143,0,0.626
t1144,0,0.601
t1145,0,0.617
t1146,0,0.666
t1147,0,0.71
t1148,0,0.707
t1149,0,0.704
t1150,0,0.699
t1151,0,0.682
t1152,0.024,0.648
t1153,0.128,0.661
t1154,0.277,0.766
t1155,0.386,0.802
t1156,0.471,0.796
t1157,0.535,0.756
t1158,0.53,0.705
t1159,0.499,0.647
t1160,0.41,0.58
t1161,0.272,0.494
t1162,0.088,0.364
t1163,0,0.355
t1164,0,0.401
t1165,0,0.438
t1166,0,0.447
t1167,0,0.422
t1168,0,0.409
t1169,0,0.432
t1170,0,0.417
t1171,0,0.362
t1172,0,0.283
t1173,0,0.215
t1174,0,0.145
t1175,0,0.074
t1176,0.06,0.025
t1177,0.232,0.018
t1178,0.403,0.015
t1179,0.533,0.018
t1180,0.607,0.047
t1181,0.643,0.098
t1182,0.638,0.147
t1183,0.579,0.184
t1184,0.463,0.215
t1185,0.287,0.241
t1186,0.091,0.27
t1187,0,0.352
t1188,0,0.424
t1189,0,0.435
t1190,0,0.424
t1191,0,0.441
t1192,0,0.469
t1193,0,0.485
t1194,0,0.495
t1195,0,0.495
t1196,0,0.491
t1197,0,0.494
t1198,0,0.499
t1199,0,0.501
t1200,0.081,0.444
t1201,0.274,0.46
t1202,0.477,0.507
t1203,0.604,0.492
t1204,0.677,0.459
t1205,0.699,0.435
t1206,0.672,0.444
t1207,0.593,0.476
t1208,0.47,0.519
t1209,0.288,0.571
t1210,0.097,0.625
t1211,0,0.63
t1212,0,0.586
t1213,0,0.563
t1214,0,0.551
t1215,0,0.527
t1216,0,0.504
t1217,0,0.498
t1218,0,0.454
t1219,0,0.416
t1220,0,0.401
t1221,0,0.398
t1222,0,0.376
t1223,0,0.355
t1224,0.075,0.296
t1225,0.244,0.284
t1226,0.431,0.279
t1227,0.568,0.215
t1228,0.626,0.178
t1229,0.637,0.167
t1230,0.554,0.152
t1231,0.461,0.112
t1232,0.347,0.058
t1233,0.2,0.024
t1234,0.064,0.02
t1235,0,0.066
t1236,0,0.126
t1237,0,0.184
t1238,0,0.266
t1239,0,0.343
t1240,0,0.362
t1241,0,0.401
t1242,0,0.459
t1243,0,0.525
t1244,0,0.571
t1245,0,0.547
t1246,0,0.459
t1247,0,0.374
t1248,0.046,0.303
t1249,0.188,0.266
t1250,0.342,0.22
t1251,0.484,0.16
t1252,0.585,0.113
t1253,0.609,0.085
t1254,0.558,0.077
t1255,0.455,0.094
t1256,0.312,0.129
t1257,0.171,0.167
t1258,0.051,0.197
t1259,0,0.225
t1260,0,0.264
t1261,0,0.298
t1262,0,0.318
t1263,0,0.32
t1264,0,0.32
t1265,0,0.311
t1266,0,0.325
t1267,0,0.355
t1268,0,0.428
t1269,0,0.515
t1270,0,0.484
t1271,0,0.361
t1272,0.015,0.191
t1273,0.108,0.1
t1274,0.242,0.075
t1275,0.34,0.09
t1276,0.371,0.108
t1277,0.4,0.122
t1278,0.372,0.133
t1279,0.299,0.098
