t,s,w
t1373,0.776,0.001
t1374,0.843,0
t1375,0.85,0
t1376,0.796,0
t1377,0.68,0.006
t1378,0.493,0.076
t1379,0.239,0.114
t1380,0.019,0.122
t1381,0,0.045
t1382,0,0.009
t1383,0,0.003
t1384,0,0.003
t1385,0,0.003
t1386,0,0.002
t1387,0,0.001
t1388,0,0
t1389,0,0.001
t1390,0,0.003
t1391,0,0.011
t1392,0,0.031
t1393,0,0.071
t1394,0.139,0.13
t1395,0.369,0.122
t1396,0.585,0.119
t1397,0.725,0.119
t1398,0.795,0.061
t1399,0.81,0.02
t1400,0.763,0.003
t1401,0.651,0.002
t1402,0.466,0.03
t1403,0.221,0.074
t1404,0.019,0.074
t1405,0,0.066
t1406,0,0.192
t1407,0,0.364
t1408,0,0.398
t1409,0,0.35
t1410,0,0.358
t1411,0,0.374
t1412,0,0.364
t1413,0,0.305
t1414,0,0.212
t1415,0,0.145
t1416,0,0.114
t1417,0,0.1
t1418,0.14,0.103
t1419,0.37,0.057
t1420,0.57,0.012
t1421,0.698,0.001
t1422,0.771,0
t1423,0.792,0
t1424,0.74,0
t1425,0.619,0.003
t1426,0.437,0.038
t1427,0.198,0.137
t1428,0.017,0.168
t1429,0,0.108
t1430,0,0.064
t1431,0,0.055
