t,s,w
t1159,0.311,0.032
t1160,0.241,0.032
t1161,0.148,0.032
t1162,0.032,0.032
t1163,0,0.025
t1164,0,0.016
t1165,0,0.011
t1166,0,0.012
t1167,0,0.015
t1168,0,0.015
t1169,0,0.015
t1170,0,0.019
t1171,0,0.023
t1172,0,0.037
t1173,0,0.064
t1174,0,0.068
t1175,0,0.058
t1176,0.036,0.048
t1177,0.379,0.03
t1178,0.624,0.011
t1179,0.789,0.036
t1180,0.886,0.049
t1181,0.9,0.054
t1182,0.893,0.05
t1183,0.805,0.038
t1184,0.651,0.021
t1185,0.422,0.008
t1186,0.126,0.002
t1187,0,0
t1188,0,0
t1189,0,0
t1190,0,0
t1191,0,0.001
t1192,0,0.004
t1193,0,0.007
t1194,0,0.009
t1195,0,0.008
t1196,0,0.006
t1197,0,0.005
t1198,0,0.006
t1199,0,0.009
t1200,0.041,0.014
t1201,0.358,0.018
t1202,0.602,0.007
t1203,0.768,0.007
t1204,0.861,0.01
t1205,0.89,0.009
t1206,0.862,0.007
t1207,0.774,0.004
t1208,0.622,0.002
t1209,0.399,0.001
t1210,0.116,0.005
t1211,0,0.025
t1212,0,0.064
t1213,0,0.097
t1214,0,0.105
t1215,0,0.099
t1216,0,0.092
t1217,0,0.089
t1218,0,0.083
t1219,0,0.065
t1220,0,0.053
t1221,0,0.051
t1222,0,0.045
t1223,0,0.039
t1224,0.028,0.033
t1225,0.266,0.027
t1226,0.468,0.008
t1227,0.631,0.002
t1228,0.746,0.005
t1229,0.813,0.013
t1230,0.81,0.029
t1231,0.732,0.028
t1232,0.526,0.01
t1233,0.267,0.002
t1234,0.049,0
t1235,0,0.001
t1236,0,0.006
t1237,0,0.023
t1238,0,0.049
t1239,0,0.069
t1240,0,0.076
t1241,0,0.076
t1242,0,0.069
t1243,0,0.055
t1244,0,0.039
t1245,0,0.03
t1246,0,0.03
t1247,0,0.037
t1248,0.007,0.043
t1249,0.091,0.041
t1250,0.212,0.019
t1251,0.334,0.01
t1252,0.421,0.007
t1253,0.449,0.004
t1254,0.412,0.001
t1255,0.356,0
t1256,0.298,0
t1257,0.179,0.001
t1258,0.044,0.008
t1259,0,0.027
t1260,0,0.043
t1261,0,0.045
t1262,0,0.037
t1263,0,0.021
t1264,0,0.006
t1265,0,0.001
t1266,0,0
t1267,0,0
t1268,0,0
t1269,0,0
t1270,0,0
t1271,0,0
t1272,0.028,0
t1273,0.279,0
t1274,0.514,0
t1275,0.678,0
t1276,0.773,0.005
t1277,0.809,0.012
t1278,0.786,0.033
t1279,0.687,0.054
t1280,0.515,0.054
t1281,0.288,0.053
t1282,0.069,0.055
t1283,0,0.076
t1284,0,0.125
t1285,0,0.184
t1286,0,0.228
t1287,0,0.252
t1288,0,0.266
t1289,0,0.264
t1290,0,0.228
t1291,0,0.172
t1292,0,0.155
t1293,0,0.162
t1294,0,0.154
t1295,0,0.14
t1296,0.019,0.124
t1297,0.181,0.071
t1298,0.41,0.037
t1299,0.573,0.017
t1300,0.636,0.005
t1301,0.589,0.003
t1302,0.468,0.004
t1303,0.342,0.017
t1304,0.217,0.059
t1305,0.119,0.201
t1306,0.028,0.402
t1307,0,0.541
t1308,0,0.578
t1309,0,0.542
t1310,0,0.482
t1311,0,0.403
t1312,0,0.326
t1313,0,0.252
t1314,0,0.206
t1315,0,0.186
t1316,0,0.182
t1317,0,0.176
t1318,0,0.145
t1319,0,0.106
t1320,0.005,0.072
t1321,0.064,0.042
t1322,0.154,0.041
t1323,0.233,0.026
t1324,0.298,0.014
t1325,0.341,0.006
t1326,0.295,0.004
t1327,0.264,0.01
t1328,0.186,0.024
t1329,0.107,0.038
t1330,0.031,0.077
t1331,0,0.107
t1332,0,0.102
t1333,0,0.077
t1334,0,0.049
t1335,0,0.02
t1336,0,0.004
t1337,0,0.001
t1338,0,0.001
t1339,0,0.002
t1340,0,0.007
t1341,0,0.013
t1342,0,0.009
t1343,0,0.003
t1344,0.033,0.001
t1345,0.273,0
t1346,0.512,0
t1347,0.607,0.006
t1348,0.633,0.023
t1349,0.629,0.054
t1350,0.586,0.094
t1351,0.54,0.139
t1352,0.403,0.177
t1353,0.253,0.205
t1354,0.079,0.212
t1355,0,0.204
t1356,0,0.166
t1357,0,0.117
t1358,0,0.077
t1359,0,0.045
t1360,0,0.026
t1361,0,0.013
t1362,0,0.007
t1363,0,0.004
t1364,0,0.003
t1365,0,0.003
t1366,0,0.002
t1367,0,0.001
t1368,0.05,0.001
t1369,0.322,0.001
t1370,0.559,0
t1371,0.725,0
t1372,0.824,0.001
t1373,0.86,0.003
t1374,0.838,0.005
t1375,0.757,0.007
t1376,0.61,0.009
t1377,0.396,0.012
t1378,0.13,0.013
t1379,0,0.006
t1380,0,0.001
t1381,0,0
t1382,0,0
t1383,0,0
t1384,0,0.001
t1385,0,0.006
t1386,0,0.015
t1387,0,0.021
t1388,0,0.02
t1389,0,0.014
t1390,0,0.006
t1391,0,0.002
