t,s,w
t822,0.818,0.4
t823,0.771,0.536
t824,0.66,0.657
t825,0.486,0.691
t826,0.242,0.476
t827,0.012,0.253
t828,0,0.12
t829,0,0.062
t830,0,0.035
t831,0,0.022
t832,0,0.012
t833,0,0.004
t834,0,0
t835,0,0.072
t836,0,0.254
t837,0,0.282
t838,0,0.187
t839,0,0.099
t840,0.004,0.082
t841,0.273,0.089
t842,0.536,0.107
t843,0.71,0.12
t844,0.809,0.132
t845,0.85,0.159
t846,0.843,0.171
t847,0.788,0.179
t848,0.678,0.229
t849,0.504,0.345
t850,0.257,0.472
t851,0.014,0.719
t852,0,0.754
t853,0,0.63
t854,0,0.627
t855,0,0.688
t856,0,0.746
t857,0,0.766
t858,0,0.787
t859,0,0.812
t860,0,0.832
t861,0,0.855
t862,0,0.873
t863,0,0.884
t864,0.015,0.886
t865,0.34,0.812
t866,0.562,0.94
t867,0.715,0.991
t868,0.808,0.991
t869,0.847,0.99
t870,0.837,0.979
t871,0.779,0.944
t872,0.666,0.866
t873,0.493,0.716
t874,0.252,0.495
t875,0.016,0.332
t876,0,0.201
t877,0,0.094
t878,0,0.032
t879,0,0.009
t880,0,0.038
t881,0,0.113
t882,0,0.196
t883,0,0.225
t884,0,0.198
t885,0,0.146
t886,0,0.084
t887,0,0.033
t888,0.002,0.008
t889,0.15,0.002
t890,0.456,0
t891,0.661,0.045
t892,0.771,0.174
t893,0.817,0.269
t894,0.813,0.339
t895,0.758,0.398
t896,0.649,0.435
t897,0.48,0.448
t898,0.243,0.317
t899,0.015,0.187
t900,0,0.096
t901,0,0.09
t902,0,0.119
t903,0,0.168
t904,0,0.19
t905,0,0.187
t906,0,0.158
t907,0,0.115
t908,0,0.084
t909,0,0.069
t910,0,0.073
t911,0,0.087
t912,0.005,0.078
t913,0.181,0.027
t914,0.454,0.009
t915,0.623,0.099
t916,0.731,0.278
t917,0.78,0.459
t918,0.775,0.62
t919,0.718,0.736
t920,0.599,0.777
t921,0.417,0.699
t922,0.192,0.466
t923,0.01,0.247
t924,0,0.069
t925,0,0.003
t926,0,0.037
t927,0,0.124
t928,0,0.149
t929,0,0.138
t930,0,0.116
t931,0,0.071
t932,0,0.039
t933,0,0.022
t934,0,0.011
t935,0,0.005
t936,0.005,0.004
t937,0.187,0.007
t938,0.423,0.041
t939,0.639,0.179
t940,0.749,0.401
t941,0.791,0.662
t942,0.786,0.815
t943,0.734,0.901
t944,0.626,0.94
t945,0.459,0.943
t946,0.228,0.886
t947,0.015,0.84
t948,0,0.814
t949,0,0.732
t950,0,0.571
t951,0,0.392
t952,0,0.278
t953,0,0.19
t954,0,0.13
t955,0,0.11
t956,0,0.132
t957,0,0.203
t958,0,0.233
t959,0,0.202
t960,0.009,0.181
t961,0.239,0.119
t962,0.459,0.13
t963,0.621,0.281
t964,0.732,0.41
t965,0.794,0.486
t966,0.784,0.546
t967,0.724,0.563
t968,0.613,0.544
t969,0.427,0.432
t970,0.171,0.389
t971,0.005,0.426
t972,0,0.31
t973,0,0.228
t974,0,0.134
t975,0,0.071
t976,0,0.028
t977,0,0.035
t978,0,0.048
t979,0,0.045
t980,0,0.054
t981,0,0.078
t982,0,0.101
t983,0,0.128
t984,0.003,0.147
t985,0.137,0.139
t986,0.358,0.231
t987,0.626,0.483
t988,0.744,0.713
t989,0.802,0.806
t990,0.807,0.831
t991,0.752,0.833
t992,0.643,0.832
t993,0.47,0.832
t994,0.233,0.748
t995,0.016,0.686
t996,0,0.693
t997,0,0.712
t998,0,0.722
t999,0,0.706
t1000,0,0.718
t1001,0,0.744
t1002,0,0.775
t1003,0,0.762
t1004,0,0.778
t1005,0,0.824
t1006,0,0.823
t1007,0,0.795
t1008,0.008,0.763
t1009,0.217,0.625
t1010,0.45,0.741
t1011,0.64,0.874
t1012,0.754,0.903
t1013,0.807,0.902
t1014,0.809,0.894
t1015,0.756,0.867
t1016,0.648,0.799
t1017,0.478,0.656
t1018,0.228,0.356
t1019,0.013,0.111
t1020,0,0.057
t1021,0,0.156
t1022,0,0.192
t1023,0,0.152
t1024,0,0.133
t1025,0,0.114
t1026,0,0.085
t1027,0,0.064
t1028,0,0.052
t1029,0,0.043
t1030,0,0.043
t1031,0,0.062
t1032,0.005,0.089
t1033,0.161,0.097
t1034,0.476,0.159
t1035,0.659,0.379
t1036,0.77,0.608
t1037,0.816,0.69
t1038,0.812,0.712
t1039,0.759,0.689
t1040,0.65,0.61
t1041,0.474,0.459
t1042,0.236,0.223
t1043,0.018,0.049
t1044,0,0.004
t1045,0,0.015
t1046,0,0.094
t1047,0,0.201
t1048,0,0.249
t1049,0,0.296
t1050,0,0.333
t1051,0,0.302
t1052,0,0.275
t1053,0,0.258
t1054,0,0.205
t1055,0,0.167
t1056,0.016,0.143
t1057,0.29,0.068
t1058,0.528,0.065
t1059,0.685,0.195
t1060,0.782,0.176
t1061,0.822,0.158
t1062,0.811,0.155
t1063,0.751,0.179
t1064,0.639,0.22
t1065,0.44,0.272
t1066,0.198,0.29
t1067,0.016,0.178
t1068,0,0.064
t1069,0,0.035
t1070,0,0.077
t1071,0,0.124
t1072,0,0.118
t1073,0,0.113
t1074,0,0.112
t1075,0,0.089
t1076,0,0.063
t1077,0,0.035
t1078,0,0.013
t1079,0,0.003
t1080,0.003,0
t1081,0.101,0.002
t1082,0.309,0.065
t1083,0.559,0.29
t1084,0.755,0.574
t1085,0.795,0.748
t1086,0.797,0.827
t1087,0.747,0.876
t1088,0.638,0.91
t1089,0.47,0.916
t1090,0.242,0.831
t1091,0.023,0.65
t1092,0,0.44
t1093,0,0.3
t1094,0,0.147
t1095,0,0.041
t1096,0,0.053
t1097,0,0.083
t1098,0,0.107
t1099,0,0.118
t1100,0,0.1
t1101,0,0.061
t1102,0,0.019
t1103,0,0.004
t1104,0.007,0.001
t1105,0.196,0.001
t1106,0.424,0.061
t1107,0.65,0.278
t1108,0.757,0.574
t1109,0.814,0.76
t1110,0.814,0.839
t1111,0.759,0.879
t1112,0.65,0.892
t1113,0.483,0.874
t1114,0.251,0.751
t1115,0.025,0.592
t1116,0,0.485
t1117,0,0.413
t1118,0,0.34
t1119,0,0.274
t1120,0,0.239
t1121,0,0.177
t1122,0,0.12
t1123,0,0.085
t1124,0,0.057
t1125,0,0.042
t1126,0,0.03
t1127,0,0.023
t1128,0.011,0.045
t1129,0.182,0.049
t1130,0.391,0.098
t1131,0.449,0.222
t1132,0.402,0.425
t1133,0.326,0.578
t1134,0.334,0.592
t1135,0.39,0.606
t1136,0.435,0.669
t1137,0.328,0.675
t1138,0.118,0.599
t1139,0.007,0.519
t1140,0,0.388
t1141,0,0.272
t1142,0,0.211
t1143,0,0.186
t1144,0,0.147
t1145,0,0.116
t1146,0,0.116
t1147,0,0.115
t1148,0,0.116
t1149,0,0.11
t1150,0,0.068
t1151,0,0.017
t1152,0.016,0.002
t1153,0.25,0.002
t1154,0.47,0.071
t1155,0.614,0.293
t1156,0.545,0.432
t1157,0.54,0.432
t1158,0.634,0.408
t1159,0.611,0.402
t1160,0.546,0.37
t1161,0.396,0.278
t1162,0.189,0.136
t1163,0.016,0.072
t1164,0,0.1
t1165,0,0.146
t1166,0,0.203
t1167,0,0.271
t1168,0,0.344
t1169,0,0.385
t1170,0,0.376
t1171,0,0.332
t1172,0,0.261
t1173,0,0.208
t1174,0,0.155
t1175,0,0.117
t1176,0.017,0.101
t1177,0.261,0.08
t1178,0.491,0.412
t1179,0.675,0.717
t1180,0.784,0.829
t1181,0.831,0.886
t1182,0.826,0.921
t1183,0.768,0.945
t1184,0.634,0.956
t1185,0.453,0.949
t1186,0.234,0.902
t1187,0.026,0.773
t1188,0,0.697
t1189,0,0.674
t1190,0,0.636
t1191,0,0.65
t1192,0,0.726
t1193,0,0.785
t1194,0,0.8
t1195,0,0.802
t1196,0,0.8
t1197,0,0.785
t1198,0,0.708
t1199,0,0.603
t1200,0.022,0.522
t1201,0.286,0.34
t1202,0.516,0.608
t1203,0.68,0.74
t1204,0.784,0.752
t1205,0.828,0.704
t1206,0.82,0.649
t1207,0.76,0.61
t1208,0.635,0.552
t1209,0.457,0.457
t1210,0.224,0.337
t1211,0.018,0.278
t1212,0,0.134
t1213,0,0.028
t1214,0,0.073
t1215,0,0.134
t1216,0,0.12
t1217,0,0.094
t1218,0,0.062
t1219,0,0.034
t1220,0,0.02
t1221,0,0.016
t1222,0,0.015
t1223,0,0.012
t1224,0.007,0.006
t1225,0.137,0.002
t1226,0.357,0.001
t1227,0.647,0.003
t1228,0.774,0.011
t1229,0.822,0.015
t1230,0.817,0.012
t1231,0.764,0.002
t1232,0.654,0
t1233,0.482,0
t1234,0.247,0.154
t1235,0.028,0.443
t1236,0,0.506
t1237,0,0.289
t1238,0,0.112
t1239,0,0.053
t1240,0,0.031
t1241,0,0.018
t1242,0,0.017
t1243,0,0.035
t1244,0,0.067
t1245,0,0.076
t1246,0,0.067
t1247,0,0.076
t1248,0.002,0.103
t1249,0.062,0.156
t1250,0.18,0.22
t1251,0.378,0.258
t1252,0.553,0.294
t1253,0.714,0.301
t1254,0.746,0.325
t1255,0.711,0.403
t1256,0.593,0.506
t1257,0.407,0.59
t1258,0.145,0.629
t1259,0.008,0.51
t1260,0,0.322
t1261,0,0.153
t1262,0,0.051
t1263,0,0.028
t1264,0,0.069
t1265,0,0.137
t1266,0,0.18
t1267,0,0.191
t1268,0,0.182
t1269,0,0.156
t1270,0,0.131
t1271,0,0.097
t1272,0.006,0.072
t1273,0.1,0.069
t1274,0.219,0.044
t1275,0.328,0.015
t1276,0.418,0.006
t1277,0.459,0
t1278,0.534,0
t1279,0.565,0
t1280,0.46,0
t1281,0.293,0.037
t1282,0.117,0.125
t1283,0.007,0.207
t1284,0,0.228
t1285,0,0.196
t1286,0,0.155
t1287,0,0.094
t1288,0,0.046
t1289,0,0.014
t1290,0,0.003
t1291,0,0.001
t1292,0,0.001
t1293,0,0
t1294,0,0
t1295,0,0.001
t1296,0.005,0
t1297,0.098,0
t1298,0.263,0.006
t1299,0.425,0.046
t1300,0.548,0.082
t1301,0.563,0.093
t1302,0.666,0.126
t1303,0.647,0.187
t1304,0.575,0.208
t1305,0.42,0.156
t1306,0.168,0.219
t1307,0.015,0.369
t1308,0,0.317
t1309,0,0.283
t1310,0,0.201
t1311,0,0.134
t1312,0,0.074
t1313,0,0.05
t1314,0,0.038
t1315,0,0.027
t1316,0,0.022
t1317,0,0.02
t1318,0,0.017
t1319,0,0.018
t1320,0.002,0.023
t1321,0.053,0.035
t1322,0.17,0.088
